,Rank,Wine,Winery,Vintage,Score,Price,Notes,ListYear
107,10,Penfolds Grange Hermitage South Australia Bin 95 +,Penfolds,1982,96,60.0,"A rich and extremely complex wine, from the first aroma to the last hint of smoky, plum and anise flavors on the finish. Magnificently balanced and opulent, it is drinkable now but has room to grow well past 2000. 5,000 cases made. —",1989
108,31,B.R. Cohn Cabernet Sauvignon Sonoma Valley Olive Hill Vineyard +,B.R. Cohn,1986,94,18.0,"Has great concentration, style, power and grace, with intense ripe black cherry and currant flavors flanked by spice and rich cedar aromas from oak. Drink or hold until 1996. —",1989
109,12,Domaine de la Romanée-Conti La Tâche +,Domaine de la Romanée-Conti,1986,98,250.0,"A magical wine, as elegant as we have tasted, loaded with complex aromas an d flavors of cherry, currant, blackberry and cedar, all of which mesh toget her with subtlety. A triumph in every way. Try to wait until 1995 or 2000 t o try it again. 2,000 cases made. —",1989
110,8,Château Mouton-Rothschild Pauillac +,Château Mouton-Rothschild,1986,93,95.0,"Defines Mouton's greatness with incredibly rich, concentrated fruit, layers of cedar, currant, cassis, cherry and plum that go on and on. The rich tannins promise a long life in the bottle. Best to give it until 1999, but it could easily last through 2010. —",1989
111,27,Frog's Leap Cabernet Sauvignon Napa Valley +,Frog's Leap,1987,94,15.0,"Enormous depth and richness, a massively concentrated wine that offers intense currant, plum and cassis flavors framed by toasty oak. For all its tannins, there's a silky texture evolving on the palate and a long aftertaste, both of which bode well for cellaring. 3,900 cases made. —",1989
112,22,Beringer Cabernet Sauvignon Napa Valley Private Reserve +,Beringer,1985,95,57.0,"Enormously deep, rich and concentrated with layers of currant, cherry, plum, coffee and spice notes set off by toasty oak. A remarkably complex wine that echoes fruit flavors on the finish. Drink now. 8,000 cases made. —",1989
113,23,Robert Mondavi Cabernet Sauvignon Napa Valley Reserve +,Robert Mondavi,1986,95,35.0,"Firm, intense and lively, with rich, elegant and concentrated plum, currant and spice flavors. A remarkably complex and tasty wine. Released at the same time as the '85 Reserve. Best after 1992. —",1989
114,14,Sterling Reserve Napa Valley +,Sterling,1985,96,42.0,"Textbook Cabernet aromas and flavors packed into a firm, elegant package, powerful, smooth and supple, finely focused, glowing with plum, cherry and cassis flavors, extremely long. Drink now. —",1989
115,13,Johnson Turnbull Cabernet Sauvignon Napa Valley Vineyard Selection 82 +,Johnson Turnbull,1986,95,25.0,"Incredibly intense and concentrated, with tart black cherry, currant, spice and cedar flavors that are sharply focused and framed by firm tannins and toasty oak. Drink now through 1996. 1,540 cases made. —",1989
116,11,Domaine de la Romanée-Conti Romanée St.-Vivant +,Domaine de la Romanée-Conti,1986,98,195.0,"Indescribably concentrated and elegant at the same time, starting off deceptively smooth and gentle, then building up the intensity and vibrancy until it climaxes to a sensational finish that echoes cherry, tobacco, berry and vanilla seemingly forever. Tannic enough to need until at least 1995 to soften. —",1989
117,20,Spottswoode Cabernet Sauvignon Napa Valley +,Spottswoode,1986,95,82.0,"Full-throttle Cabernet; big, rich, deep, intense, concentrated and packed with fruit and tannins. The plum, cherry, currant and spice flavors go on and on. Don't drink this one alone. Drinkable now or hold. 2,400 cases made. —",1989
118,9,Château Pichon Longueville Lalande Pauillac +,Château Pichon Longueville Lalande,1986,97,50.0,"Amazingly rich and elegant with concentrated and compact fruit, layers of cassis, currant, vanilla and plum flavors and a remarkable aftertaste that is gentle and supple. Has the tannic framework for cellaring until at least 2000. —",1989
119,18,Dunn Cabernet Sauvignon Napa Valley +,Dunn,1986,95,27.0,"Another stunner from Dunn. Intense and concentrated, with ripe currant, cherry, spice and plum flavors that are remarkably elegant and persistent. Drink now through 2004. 2,000 cases made. —",1989
120,32,Duckhorn Cabernet Sauvignon Napa Valley +,Duckhorn,1986,94,18.0,"On first sniff, this reveals itself as the complex wine it is, with smooth texture and deep plum, cherry, tar and vanilla flavors, long and perfumed. Drinkable now. 4,000 cases made. —",1989
121,30,Ferrari-Carano Chardonnay Alexander Valley +,Ferrari-Carano,1987,94,16.0,"Outstanding for the third year in a row. Aromatic and delicate with rich honey, toast, custard and spice flavors that are complex and harmonious, fresh and lively with a long, pretty aftertaste. Complex and deep. Very impressive. —",1989
122,21,Kenwood Cabernet Sauvignon Sonoma Valley Artist Series +,Kenwood,1986,95,30.0,"Rich and concentrated, with plenty of elegance and finesse to the currant, plum and tobacco flavors, which are long and harmonious on the finish. The tannins are present without being overwhelming. Drinkable now and well into the 21st century. 4,000 cases made. —",1989
123,16,Méo-Camuzet Vosne-Romanée Aux Brûlées +,Méo-Camuzet,1987,95,63.0,"Stunningly beautiful berry and spice aromas and flavors capture your attention from the first sniff right through to the velvety finish, growing richer and more elegant with every sip. Has a bit of tannin to lose on the finish, so cellaring until 1994 is indicated. Delicious already. —",1989
124,26,Cuvaison Cabernet Sauvignon Napa Valley +,Cuvaison,1986,94,30.0,"Ripe and opulent, with remarkable power on a supple, velvety texture, yet still graceful and elegant, echoing ripe cassis, chocolate and a touch of herb on the long, long finish. Drinkable now. —",1989
125,19,Château La Dominique St.-Emilion +,Château La Dominique,1986,95,29.0,"Powerful, magnificent, complex and rich, with generous black cherry, curran t and vanilla aromas and flavors shining through the tough tannins, turning a bit chocolatey on the finish. Has everything it needs to age classically . Best after 1996. —",1989
126,17,Méo-Camuzet Vosne-Romanée Au Cros Parantoux +,Méo-Camuzet,1987,95,63.0,"A powerful Burgundy with a raw edge that needs cellaring to smooth the bristly texture, but it has gorgeous cherry, spice and chocolate-toast flavors that become deeper and deeper with every sip. Drink now through 2000. —",1989
127,25,Silverado Vineyards Cabernet Sauvignon Napa Valley +,Silverado Vineyards,1986,94,14.0,"Deliciously ripe, with rich raspberry, currant and black cherry flavors framed by firm tannins and toasty oak. The firm tannins are typical of the '86 vintage. Best in five to seven years but capable of going 15. 9,800 cases made. —",1989
128,24,Laurel Glen Cabernet Sauvignon Sonoma Mountain Counterpoint +,Laurel Glen,1987,94,13.0,"Deeply colored and aromatically pleasing. Young, ripe and concentrated with layers of cedar, currant, spice and cherry that linger on the finish. Drink now to 2000. —",1989
129,28,Rosemount Shiraz Hunter Valley +,Rosemount,1986,92,9.0,"Amazingly rich and complex already, and it's just a baby. Firm, fine tannins support a classic structure and a panoply of aromas and flavors. Built around a solid core of plum fruit, it also hints at cedar, leather, cinnamon and sandalwood. Almost drinkable now, but best 1994 to 1998. —",1989
130,41,Tenuta San Guido Sassicaia +,Tenuta San Guido,1986,95,50.0,"Remarkably flavorful and complex for such a lean wine. It's beautifully balanced, harmonious, seamless. Hints of plum, spice, anise, tobacco and toasty oak compete for attention, but the wholeis greater than the sum of its parts. Drink now through 2005. —",1989
131,33,Buena Vista Cabernet Sauvignon Carneros Private Reserve +,Buena Vista,1985,94,18.0,"Intense yet elegant with firm tannins and lively ripe currant, black cherry and cranberry flavors that are tart and sharply focused. Finishes with a mouthful of berries. Drink now to 2002. 2,900 cases made. —",1989
132,45,Sausal Zinfandel Alexander Valley +,Sausal,1986,90,7.0,"A classic claret-style Zinfandel at a great price showing elegant berry, cassis and pepper aromas and flavors, a gentle touch of toasty oak, long on the finish. A faultless Zin. Best around 1990 to 1992. —",1989
133,29,Carneros Creek Pinot Noir Carneros Fleur de Carneros +,Carneros Creek,1987,92,9.0,"An elegant, precisely balanced wine for current drinking. Beautifully aromatic with spicy plum, cranberry and toast flavors and uncommon intensity. Has finesse and subtlety, finishing with spicy cinnamon and flavor complexities that linger on the finish. —",1989
134,38,Robert Mondavi Cabernet Sauvignon Napa Valley Reserve +,Robert Mondavi,1985,95,40.0,"Extremely rich and seductive, complex yet delicate, with layers of cedar, plum, currant and spice flavors that are remarkably rich, supple and concentrated, echoing long and full on the palate. Delicious. Best from 1995 through 2005. 15,000 cases made. —",1989
135,37,Castello di Ama Chianti Classico Bellavista +,Castello di Ama,1985,94,30.0,"Very spicy, opulent and ripe, almost exotic in its heady fruit intensity both in aroma and flavor, round and rich on the palate, firmly supported by fine tannins. The fruit flavors seem to echo for hours. A great cellar candidate, perhaps best around 1996. 1,000 cases made. —",1989
136,40,Stag's Leap Wine Cellars Cask 23 Napa Valley +,Stag's Leap Wine Cellars,1985,96,75.0,"A big, powerful, distinctive wine that balances its intense currant and cherry flavor against an onslaught of earthy, tobacco aromas and flavors. It will not appeal to everyone. Enormously complex, deep and long, this is a wine whose flavors should keep developing. Best from 1995 through 2000. 1,018 cases made. —",1989
137,35,Beringer Cabernet Sauvignon Napa Valley Private Reserve +,Beringer,1984,94,25.0,"Great choice for the cellar and a perennially fine wine. Bold and dramatic, with rich, intense, ripe black cherry, currant and plum flavors and a fine touch of oak, finishing with rich caramel and plenty of length. Drink 1992 to 2000. 8,000 cases made. —",1989
138,39,Diamond Creek Cabernet Sauvignon Napa Valley Volcanic Hill +,Diamond Creek,1987,95,40.0,"Incredibly intense and concentrated, deep and perfumed, firm and tannic, but with a rich core of currant, herb and cherry scented Cabernet flavors that promises a long life in the bottle. Best from 1998 through 2002. 726 cases made. —",1989
139,42,Opus One Napa Valley +,Opus One,1985,95,55.0,"Full throttle Cabernet, intense, deep, rich, and lively, with layers of cedar, currant, toast and tobacco that echo long and full on the finish. Hits all the high notes without straining. Very seductive. Best from 1994 through 1998. 11,500 cases made. —",1989
140,52,Keenan Cabernet Sauvignon Napa Valley +,Keenan,1986,93,20.0,"Intense, deep, rich and concentrated, with a satiny texture and layers of smoke, plum, black currant and olive flavors that are full-bodied and long on the finish. Drinkable now. 3,395 cases made. —",1989
141,47,Straus Merlot Napa Valley +,Straus,1986,93,11.0,"Smells gorgeous, but it needs time to soften the tannins. Aromas and flavors of currant, vanilla and toast waltz beautifully to a firm, elegant beat. Great structure. Drink 1993. —",1989
142,36,Castellare di Castellina I Sodi di San Niccolò +,Castellare di Castellina,1986,94,25.0,"Dark, dense and concentrated, with opulent berry and cherry aromas and flavors balanced against rich, toasty oak and vanilla. A powerful wine that remains graceful from first sip to the last kiss of oak on the finish. Drinkable now, but it should gain complexity at least through 1998. 1,000 cases made. —",1989
143,50,Mount Eden Vineyards Chardonnay Edna Valley MacGregor Vineyard +,Mount Eden Vineyards,1987,93,14.0,"Earthy, ripe and complex, without showing any heaviness. Elegant and ever-changing in the glass, mingling aromas and flavors of toast, honey, apple, pear and more. Drinkable now, but it can only improve with cellaring. —",1989
144,43,Gaja Cabernet Sauvignon Darmagi +,Gaja,1985,94,70.0,"Dense and concentrated, starting out very firm and tannic but opening up magically on the finish with a burst of plum, berry, leather and toast flavors that echo forever. May be best around 1995 to 2000. Best Cabernet yet from Gaja, but whoa, the price. —",1989
